x,y
-0.040437,0.018540
-0.014435,-0.194876
-0.921018,-0.160634
-0.822413,0.086566
-0.186285,-0.634342
0.203650,0.222434
-0.177770,0.337519
-0.130436,0.056444
-0.118992,0.131703
-0.859310,0.125019
0.209693,0.306848
0.193121,0.091144
-0.519547,-0.016526
0.203650,-0.127949
-0.769311,0.034288
-0.385601,0.217032
-1.064669,0.036027
-0.551592,-0.227927
0.112735,-0.067888
-0.370312,0.033189
0.299966,0.177755
0.097354,0.579775
-0.504166,-0.512940
-0.104709,-0.403531
-0.014985,0.403256
0.262703,0.126026
-0.812342,0.135090
-0.222724,-0.005905
-0.901059,0.181051
-0.742759,0.024766
-0.103977,-0.097644
-0.241127,-0.485656
-0.963591,-0.100757
-0.235725,-0.060564
-1.006623,-0.041246
-0.416089,-0.063860
-0.542253,0.199362
0.224067,0.172353
-1.101474,-0.177297
-0.252205,0.501038
0.064394,-0.257500
-0.035585,0.511292
-0.317301,-0.201193
-0.300913,-0.522279
-0.976135,0.116596
0.325968,0.175649
-1.086550,0.104236
-0.187109,0.283593
-1.068056,0.003800
-0.210730,-0.722968
-1.083438,-0.140217
-0.566332,0.035386
-0.086947,-0.313166
-0.609088,0.282128
0.099551,-0.173635
-1.108798,0.193136
-0.379559,0.283319
0.370373,0.210074
-0.410688,0.017808
-0.672353,0.170522
0.236061,0.325892
-0.630512,-0.052873
-0.679769,0.255669
0.160619,0.313166
-0.227027,-0.008377
-0.498123,-0.259331
-0.234077,0.183340
-0.346049,-0.615390
0.220679,-0.526948
-0.285440,-0.260979
-0.471938,0.356471
-0.995911,0.054064
-0.951781,-0.153401
-0.296426,-0.126118
-1.080691,0.012589
-0.101505,0.652654
0.215186,0.144154
-0.278665,-0.038865
-0.269601,0.169057
0.177923,0.245689
-1.011292,-0.097644
0.213446,0.392087
0.102847,-0.208426
-0.208808,-0.406003
-0.731223,0.082720
0.360668,0.163198
-0.372417,-0.554140
-0.392102,-0.554048
-1.100009,-0.011124
-0.639576,0.163015
-0.562670,-0.368191
-0.813257,0.128773
0.111545,-0.209433
-0.035218,-0.351344
-0.230232,0.084643
-0.081179,-0.437681
-0.730308,-0.139027
-0.628498,0.028794
-0.134190,0.301538
-0.051973,0.712806
-0.870022,0.166402
-0.235542,0.520173
0.001129,0.417905
-0.395672,0.437864
0.297128,-0.085467
-0.199103,-0.794015
-0.190771,-0.145711
-0.092166,0.727454
0.256935,-0.563204
-0.103244,-0.555696
-0.665578,-0.168966
-0.131901,-0.787057
-0.310068,0.340724
0.336131,-0.171621
0.043977,-0.317286
-1.334483,-0.012589
-0.449324,0.032182
-0.368847,0.080340
-0.210822,0.340266
-1.289071,0.006180
-1.038301,-0.117054
-0.199194,-0.209250
0.155034,0.050401
-0.713645,0.080706
0.249428,0.013779
0.209143,0.147816
-0.391736,0.101489
-0.285714,0.331385
-0.237281,-0.024125
0.394818,0.345210
0.293924,-0.270043
-0.974487,0.025498
0.087283,0.176473
-0.620075,-0.031999
-1.080142,-0.199911
-0.402264,0.232688
-0.071566,0.123646
-0.275002,-0.233604
-0.429090,0.494812
-1.353435,-0.012314
-0.405194,-0.399319
-1.081606,-0.128498
-0.675008,-0.224906
-0.162847,-0.337336
-0.406659,0.437132
-0.626392,-0.286248
-1.146611,-0.018998
-0.696432,-0.162282
-0.520920,0.137013
-0.538682,-0.393002
-0.085299,-0.151112
-0.574114,0.196432
0.183508,0.542970
-0.397137,-0.483184
-0.412885,0.201376
0.337779,0.351344
-0.009033,-0.338618
-0.082553,-0.463683
-0.508469,-0.406095
-0.554521,-0.450682
-0.221625,0.199728
-0.508194,0.223899
-0.290567,0.116596
0.226905,0.222434
-0.539140,-0.062670
0.209418,-0.194967
-0.965880,0.203574
-0.219337,-0.224357
0.116947,-0.331843
-0.047670,-0.109180
-1.069521,0.084735
0.198706,-0.500671
-0.304941,0.298059
-0.098941,-0.238914
0.001221,-0.240104
-1.023469,-0.226188
0.148991,0.231590
0.318094,0.218039
-0.309610,0.574465
0.322214,-0.149831
-1.178289,0.001694
-0.327738,-0.447295
0.305185,0.062487
0.316172,-0.166768
-0.733238,0.107807
-0.959471,0.009201
-0.712271,-0.135731
-1.021363,-0.011582
-0.377636,-0.347774
0.020905,-0.488861
-0.989319,-0.093616
0.037660,0.280847
0.132054,0.284783
0.051668,-0.388333
-0.101413,0.357936
0.099918,-0.591037
0.206305,-0.488037
-0.351176,0.149831
0.049196,-0.236625
-0.136570,0.381466
-0.948485,-0.165120
-0.917905,-0.014420
-0.153142,0.452879
-0.169530,-0.667119
0.230384,-0.394375
-0.382488,-0.433836
-1.102115,-0.139851
-1.040773,-0.183340
-0.876431,-0.162832
-0.469375,0.499573
-0.984008,-0.058733
-0.517167,-0.015152
-0.004730,0.146626
-0.531724,0.430082
-1.085635,-0.026414
-0.129795,-0.157613
-0.319224,-0.464141
-0.546007,-0.033647
-0.224189,-0.812693
-1.041414,-0.187735
-0.048494,0.711615
0.234138,0.077044
-0.134556,0.778359
0.209784,-0.369381
-0.897122,0.020005
-0.229774,0.299341
-0.100040,0.873302
-0.437147,0.141224
0.002411,-0.133168
-0.869930,0.134999
-0.706046,-0.045000
0.147618,0.017258
0.052950,-0.089312
-0.398236,-0.406919
-0.431104,-0.213462
-0.323893,0.063677
-0.496841,0.501953
0.044893,0.334040
-0.351085,-0.284783
-1.011109,-0.216208
0.074740,0.008744
-1.122074,-0.194052
0.129398,-0.392270
-0.488601,0.395840
-0.485122,-0.014145
-0.133824,-0.865886
0.099734,0.321772
0.003143,0.507904
0.280557,-0.319758
0.103946,-0.132252
-0.335429,0.479522
-0.594989,-0.163472
-0.952605,-0.048387
-0.032289,-0.428892
0.346110,-0.143788
0.056246,-0.102771
0.248970,-0.222983
-0.136296,0.705573
-0.967071,0.233146
0.013581,-0.156331
-1.059175,-0.090320
-0.329936,-0.372677
-0.622364,-0.003983
-0.009125,0.525117
-0.189215,-0.122547
0.066225,0.285699
-0.233253,-0.374142
-0.357494,-0.303369
-0.500412,-0.272332
-0.246254,0.480987
-0.083468,-0.670507
-0.165410,0.761605
0.285318,0.353359
-0.587573,0.420103
0.207404,-0.047014
0.225898,-0.365352
-0.652028,0.299707
0.230934,-0.075671
-0.280221,-0.092883
0.207953,0.235984
0.296213,-0.083178
-1.022645,-0.061571
-0.179968,0.421659
-0.419294,0.424406
-0.391461,0.274895
0.142766,0.054704
0.216102,-0.375149
-0.028809,0.261803
-0.024323,-0.354549
-0.252388,-0.549471
-0.210913,-0.034471
0.256661,0.419553
0.131413,-0.537111
-0.496475,-0.506714
0.336131,-0.236808
-0.345134,0.407010
-0.044191,0.242851
-0.665670,0.219504
-0.239387,0.362606
-0.289377,0.179312
-0.190497,-0.413511
-0.352275,0.294214
-0.023041,-0.322504
-0.543626,-0.344935
-1.016144,-0.095447
-0.290017,-0.297235
0.103946,-0.502960
-0.685537,-0.156514
-0.549303,-0.126667
0.086459,0.179586
-0.366283,-0.013779
-0.400342,0.245872
-0.149754,0.560457
-0.537767,0.410672
-1.298318,0.032365
-0.565142,-0.203299
-0.109378,0.381924
-0.119724,0.619877
0.282205,0.304743
-0.047029,-0.509552
0.032075,-0.533998
-0.919279,0.045183
-0.099582,0.159810
0.282754,-0.383297
0.074465,0.574740
-0.176489,-0.036576
0.010285,0.510285
-0.049593,-0.718665
-0.397961,-0.478607
0.052583,-0.583071
0.288522,0.128498
-0.928251,-0.226646
0.293283,-0.555971
0.230018,-0.273888
-0.925321,0.224448
-0.223640,0.591403
0.049928,-0.479247
-0.602222,-0.088305
-0.471938,0.471099
-0.139317,-0.821299
-0.143345,-0.266015
0.339335,0.223624
0.065584,-0.574557
-0.080081,0.365078
0.218390,0.503601
-0.365459,-0.302087
-0.610645,0.418912
0.139286,-0.470550
0.209510,0.024491
-0.333872,-0.481994
-0.611652,-0.313898
-0.991791,0.031083
-0.466445,-0.565950
0.164190,0.541139
-0.084201,0.549379
0.254189,-0.347957
-0.502426,0.576205
-0.085757,-0.318934
-0.556810,-0.240013
-0.324992,-0.264733
-1.180486,0.132344
-1.151372,0.149007
-0.378552,-0.189199
-0.019837,-0.521912
-0.927152,-0.007279
-0.006287,-0.247520
-1.130406,0.007553
-0.799341,0.059099
-0.069826,0.686346
-0.482101,0.120716
-0.820215,0.039232
-1.132328,0.078600
-0.333048,-0.561373
-1.071078,-0.148183
-0.018921,0.070452
-0.640858,-0.083819
0.217658,0.227378
-0.597095,0.125568
0.303720,0.031175
-0.134465,-0.414518
-0.570727,0.301721
-0.434492,0.074755
0.193670,0.413419
-0.551500,-0.087848
-0.397320,-0.149007
-0.459853,0.361690
-0.628956,0.212546
-0.295785,-0.195608
-0.613666,0.349055
-0.497208,0.233970
-0.598376,-0.126118
-0.169530,0.392087
0.317728,-0.259514
0.030335,-0.200919
-0.200385,0.457091
0.324503,0.131428
-0.942808,0.074664
-0.401807,0.431272
-0.077700,0.503510
0.358745,0.311884
0.031159,0.514954
-0.589404,0.263726
0.090030,-0.105243
-0.220527,-0.433470
-1.183325,-0.032273
-0.332591,0.494263
-0.439711,-0.293298
-0.345500,-0.311243
-0.960112,-0.069994
-0.491806,0.139851
-0.146092,-0.170248
0.174444,0.119434
-0.287820,-0.418821
0.280374,0.490143
0.170598,0.065142
-0.445570,0.198355
-0.543443,-0.373501
-0.211921,0.565218
-0.458663,-0.054613
-0.617786,0.102039
-0.448317,-0.186544
-0.012970,0.296594
-0.054903,0.560183
-0.246071,0.592318
-0.447493,0.087481
-0.397870,0.504425
-0.329478,-0.002426
-0.344951,-0.040147
-0.203314,0.640294
-0.321421,-0.232231
0.043611,0.141316
-0.559282,-0.085009
-0.624836,-0.078051
0.058718,-0.335231
0.300699,-0.337886
0.346110,-0.311518
-0.374889,-0.099658
-0.460677,0.291009
-0.235084,0.244774
0.023011,-0.552400
-0.624470,-0.186544
-0.441725,0.509552
-0.466079,0.008835
-0.056093,0.714728
-0.199469,-0.086383
-0.379925,0.443449
-0.922391,0.207236
0.136631,-0.100574
-0.096927,0.430906
-0.404920,0.414426
-0.947203,-0.002701
-1.022736,-0.204306
0.214911,0.427427
-0.083285,0.197073
0.277627,-0.341823
-0.034944,0.395474
-0.495743,0.308588
-0.006378,0.042161
-0.745048,-0.003433
-0.962859,0.124470
0.085177,0.117420
0.267006,0.094165
0.370373,-0.182058
0.083895,-0.108631
0.131779,-0.316004
-0.261177,0.316736
-0.392651,-0.302179
-0.485214,-0.364437
-0.373150,0.156423
0.358104,0.217490
-1.191473,-0.022935
-0.221809,0.357204
-0.895932,0.033097
0.045900,0.520631
-0.361431,-0.468169
-0.121006,-0.610355
-1.016602,-0.203482
-0.977966,-0.121906
-0.568072,-0.292016
-1.058535,0.130696
-1.156499,-0.045366
-0.591327,0.258141
-0.183355,-0.641118
-0.570269,0.354549
-0.210181,0.168325
-0.668691,0.105792
-0.929716,0.052965
-0.863613,0.054796
-0.497299,0.307398
-0.578692,-0.376797
-0.137211,0.111377
-0.153050,0.081713
0.010743,0.378719
-0.121647,-0.726356
-0.574023,-0.099017
-0.579058,0.282861
-0.484481,-0.529603
0.092135,-0.026322
0.270211,-0.307306
-0.417096,-0.343837
-0.946745,-0.033372
-0.167058,-0.570711
0.237068,-0.268303
-0.352916,0.560640
0.063387,-0.010025
-0.226844,0.493255
-0.109470,0.007828
-0.102237,0.456084
0.074465,0.314631
-0.406842,0.518708
-1.171056,0.043535
-0.164129,0.547365
-0.383679,-0.536195
-0.091342,-0.704566
0.242103,0.500855
0.019166,-0.065233
-0.788720,0.052049
-0.677297,-0.112110
-0.197729,0.428526
-0.058931,0.054338
-0.637562,-0.056902
-0.249733,-0.006821
-1.210150,0.050584
-1.107883,0.166311
-0.575488,0.017808
-0.210273,0.103687
-0.928800,0.138295
-0.834773,-0.059099
-0.665029,0.087481
-0.358684,-0.007370
0.050111,0.494354
-1.214362,0.145894
-0.577410,0.300806
0.011841,-0.207511
-0.774163,0.097461
-0.699637,0.107807
-0.580706,0.208243
-0.514512,-0.206870
-0.272530,0.023667
0.236061,0.400510
-1.136265,-0.057543
-0.125767,0.792367
-0.144353,0.406461
0.273965,0.236808
-0.435408,-0.106525
-0.674276,0.117695
0.142399,-0.353633
0.145329,-0.167776
-0.390271,0.187551
-0.283517,-0.072924
-0.284158,0.569704
-0.405103,-0.160909
-0.212653,0.009842
-0.169805,0.675451
-0.676473,-0.138203
0.150090,-0.504975
0.107059,0.520539
